CustomerSatisfationID,satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
19549,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1108,2,5,2,5,4,2,4,4,5,5,4,5,4,4,0,13
19550,satisfied,Female,Loyal Customer,7,Personal Travel,Business,1821,4,4,4,4,4,5,5,5,5,4,5,5,5,4,0,0
19551,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,363,1,1,1,1,5,5,4,5,5,4,5,3,5,4,0,0
19552,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1058,2,5,2,5,5,2,5,5,5,3,5,4,5,5,7,12
19553,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1079,3,3,3,3,2,4,5,5,5,4,5,2,5,1,35,24
19554,dissatisfied,Female,Loyal Customer,22,Personal Travel,Eco,2177,2,5,2,5,2,1,1,5,5,1,1,1,5,1,148,229
19555,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1174,2,5,2,5,2,2,2,2,3,2,4,4,5,2,0,0
19556,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1551,2,5,2,5,5,2,5,5,5,5,5,4,5,5,0,0
19557,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1846,2,5,2,5,2,2,2,2,5,4,5,4,4,2,0,0
19558,dissatisfied,Female,Loyal Customer,54,Personal Travel,Eco,1957,2,5,2,5,2,2,2,5,2,5,4,2,3,2,205,213
19559,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1765,2,5,2,5,3,2,3,3,4,2,1,4,3,3,0,0
19560,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1784,5,5,4,5,5,4,5,5,5,2,4,2,2,5,0,0
19561,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1657,2,5,2,5,1,2,1,1,2,4,5,4,3,1,0,4
19562,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1874,2,5,2,5,2,2,2,2,3,2,2,5,1,2,0,0
19563,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1336,2,5,2,5,5,2,5,5,5,5,5,4,5,5,0,0
19564,dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,1644,2,5,2,5,2,2,4,2,3,4,5,4,4,2,0,0
19565,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1341,4,4,4,4,4,3,2,5,5,4,5,1,5,3,0,8
19566,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1889,2,5,2,5,3,2,3,3,5,3,4,3,4,3,2,17
19567,dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1546,2,5,2,5,2,2,2,2,4,3,4,3,5,2,0,22
19568,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1392,1,1,1,1,4,5,5,5,5,4,5,5,5,4,0,0
19569,satisfied,Female,Loyal Customer,52,Personal Travel,Business,350,2,2,3,2,3,4,4,5,5,4,5,4,5,4,6,16
19570,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1290,2,5,2,5,5,2,5,5,5,4,4,5,4,5,0,0
19571,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,310,4,4,4,4,1,3,4,5,5,4,5,1,5,5,20,2
19572,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1644,4,4,4,4,5,4,5,5,4,5,5,4,5,5,0,0
19573,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1928,2,5,2,5,5,2,1,5,3,3,5,5,5,5,0,0
19574,dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,2175,2,5,2,5,2,5,5,5,5,5,4,5,3,5,134,168
19575,dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1795,2,5,2,5,5,2,5,5,5,5,4,4,5,5,0,0
19576,dissatisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,2081,2,5,2,5,2,2,2,4,3,4,4,2,3,2,156,209
19577,dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1839,2,5,2,5,3,2,3,3,4,5,4,3,5,3,0,7
19578,dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1425,2,5,2,5,5,2,5,5,3,4,4,4,4,5,2,36
19579,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1176,2,5,2,5,5,2,5,5,4,5,5,4,5,5,0,0
19580,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,294,5,3,3,3,5,4,5,5,4,4,2,5,3,5,44,44
19581,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1461,5,5,5,5,3,5,5,5,5,4,5,4,5,4,0,0
19582,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1986,2,5,2,5,3,2,3,3,4,4,4,5,4,3,0,0
19583,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,294,5,5,5,5,5,4,5,5,5,4,4,5,4,5,0,0
19584,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco Plus,1497,2,5,2,5,2,2,2,2,2,5,4,1,2,2,0,0
19585,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,297,5,5,5,5,4,5,5,5,5,4,5,5,5,4,0,0
19586,dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1557,2,5,2,5,3,2,3,3,5,5,4,3,5,3,0,0
19587,satisfied,Female,Loyal Customer,32,Personal Travel,Eco Plus,1303,5,3,5,5,4,1,2,5,5,4,5,5,5,1,0,0
19588,dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1028,2,5,2,5,4,2,4,4,1,1,1,1,5,4,0,0
19589,dissatisfied,Male,Loyal Customer,68,Personal Travel,Business,273,2,5,2,5,4,3,4,5,5,2,5,3,5,2,5,1
19590,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1304,4,3,3,3,3,4,5,5,5,4,5,1,5,4,0,0
19591,satisfied,Female,Loyal Customer,50,Personal Travel,Eco Plus,289,4,3,5,3,3,2,4,5,5,4,5,4,5,4,0,0
19592,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1633,2,5,2,5,4,2,4,4,5,4,5,4,5,4,0,0
19593,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1625,3,3,3,3,4,4,5,5,5,4,5,3,5,5,0,0
19594,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1382,2,5,2,5,2,2,2,2,4,2,5,3,4,2,44,39
19595,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1647,2,5,2,5,4,2,4,4,4,5,4,3,5,4,4,0
19596,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,293,3,3,3,3,2,4,5,5,5,4,5,4,5,4,11,17
19597,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1314,2,5,2,5,1,2,1,1,2,5,4,5,5,1,0,0
19598,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1623,2,5,2,5,5,2,5,5,3,2,5,5,5,5,0,0
19599,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1589,2,5,2,5,3,2,3,3,4,2,5,5,4,3,2,3
19600,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2022,2,5,2,5,4,2,4,4,2,1,1,5,3,4,0,0
19601,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,287,3,3,3,3,5,4,5,5,3,4,4,2,4,5,4,0
19602,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1502,2,2,2,2,3,3,5,5,5,4,5,3,5,3,0,0
19603,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2059,2,5,2,5,1,2,1,1,4,4,4,3,5,1,0,0
19604,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,281,5,5,5,5,4,4,5,5,5,4,5,5,5,5,0,0
19605,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1057,3,3,3,3,5,4,5,5,3,5,5,3,5,5,0,0
19606,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,244,4,4,4,4,4,5,5,5,5,4,5,4,5,4,0,2
19607,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1289,2,5,2,5,5,2,5,5,3,2,5,4,4,5,49,63
19608,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1766,2,5,2,5,1,2,1,1,3,4,5,3,5,1,0,0
19609,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1489,3,3,3,3,5,5,5,5,5,4,5,5,5,5,3,0
19610,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1303,2,5,2,5,1,2,1,1,3,3,5,4,4,1,26,31
19611,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1327,2,5,2,5,4,2,4,4,3,4,4,3,5,4,0,0
19612,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1123,2,5,2,5,2,2,2,2,3,4,4,4,3,2,74,91
19613,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1209,5,5,5,5,2,5,4,5,5,4,5,4,5,3,0,0
19614,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1297,2,5,2,5,5,2,5,5,4,2,1,5,3,5,10,15
19615,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1938,3,3,3,3,4,5,5,5,5,4,5,4,5,5,3,4
19616,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1569,2,5,2,5,1,2,1,1,4,4,4,4,5,1,7,0
19617,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1268,3,3,3,3,4,2,3,5,5,4,5,3,5,2,27,24
19618,dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1113,2,5,2,5,5,2,3,5,5,3,4,3,4,5,0,0
19619,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1713,2,5,2,5,1,2,1,1,4,1,3,1,1,1,0,1
19620,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1343,2,5,2,5,3,2,2,3,5,2,5,3,4,3,51,44
19621,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,228,1,1,1,1,3,5,5,5,5,4,5,4,5,5,0,0
19622,dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1657,2,5,2,5,4,2,4,4,2,4,3,1,3,4,0,0
19623,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1388,5,5,5,5,4,5,4,5,5,4,5,5,5,3,0,0
19624,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1212,2,5,2,5,5,2,5,5,3,2,4,3,4,5,0,0
19625,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,1749,2,5,2,5,1,2,1,1,2,4,1,5,3,1,0,20
19626,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1318,2,2,2,2,5,4,5,5,5,5,4,2,2,5,33,38
19627,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1478,4,4,4,4,5,4,5,5,5,4,5,5,5,3,17,16
19628,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,993,2,5,2,5,3,2,3,3,5,3,5,4,5,3,0,0
19629,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,76,5,5,5,5,3,5,4,5,5,4,5,3,5,4,0,0
19630,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,63,3,3,3,3,3,5,5,5,5,4,5,5,5,3,27,36
19631,satisfied,Female,Loyal Customer,18,Personal Travel,Business,2026,4,4,4,4,4,5,5,1,4,3,3,5,3,5,53,49
19632,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1361,2,5,2,5,1,2,1,1,5,1,3,5,4,1,0,12
19633,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2102,4,2,2,2,5,4,5,5,4,1,2,1,1,5,0,0
19634,satisfied,Female,Loyal Customer,29,Personal Travel,Eco Plus,1102,2,2,2,2,3,5,4,5,5,4,5,3,5,3,0,0
19635,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,66,2,2,4,2,2,5,5,5,5,4,5,4,5,5,2,0
19636,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,975,2,5,2,5,5,2,5,5,4,5,5,5,5,5,58,70
19637,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1523,1,1,1,1,4,4,5,5,5,4,5,3,5,3,0,8
19638,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1552,2,2,2,2,4,4,4,5,5,4,5,5,5,4,1,5
19639,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,848,2,5,2,5,3,2,3,3,5,3,4,5,4,3,0,0
19640,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,89,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0,0
19641,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,130,4,4,5,4,5,2,1,5,5,4,5,2,5,1,8,11
19642,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,93,5,5,5,5,5,4,5,5,5,4,5,4,5,5,15,17
19643,dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1522,2,5,2,5,5,2,5,5,5,2,4,4,5,5,0,0
19644,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,86,2,2,2,2,5,4,5,5,2,3,2,3,4,5,61,52
19645,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,121,5,5,5,5,5,4,5,5,2,2,4,5,5,5,6,3
19646,dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1593,2,5,2,5,4,2,4,4,3,5,5,4,4,4,0,17
19647,dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1187,2,5,2,5,4,2,4,4,4,3,5,5,5,4,0,0
19648,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2682,3,3,3,3,5,4,5,5,5,4,5,3,5,5,1,8
19649,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2777,2,2,2,2,4,3,2,5,5,4,5,4,5,4,0,0
19650,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3237,1,5,1,1,3,5,5,5,5,4,5,5,5,4,0,0
19651,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2357,3,3,3,3,5,4,5,5,4,3,3,3,5,5,0,0
19652,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,1217,5,5,5,5,2,4,4,5,5,4,5,3,5,4,0,0
19653,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2293,2,5,3,1,3,3,3,3,5,5,4,4,4,3,47,57
19654,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2919,2,5,3,1,4,3,4,4,4,3,5,4,4,4,26,2
19655,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2566,5,1,1,1,2,1,2,3,3,5,3,2,3,4,26,50
19656,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1762,1,1,1,1,3,5,3,3,5,1,4,3,3,3,0,0
19657,dissatisfied,Male,Loyal Customer,28,Personal Travel,Business,1932,2,5,3,1,3,3,3,3,5,3,4,4,4,3,0,0
19658,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1746,3,3,3,3,3,5,3,3,2,1,3,3,5,3,37,37
19659,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1997,2,5,3,1,3,3,3,3,5,1,1,3,3,3,0,0
19660,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2212,2,5,3,1,5,3,5,5,4,2,4,5,5,5,63,52
19661,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2539,2,5,3,1,4,3,4,4,4,4,2,2,4,4,27,28
19662,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2284,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0
19663,satisfied,Female,Loyal Customer,48,Personal Travel,Eco,824,3,1,1,1,3,5,3,3,4,2,5,1,4,3,0,0
19664,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1651,2,5,3,1,4,3,4,4,1,3,2,4,4,4,0,0
19665,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1711,2,5,3,1,5,3,5,5,5,4,1,4,3,5,0,0
19666,satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,1731,3,3,3,3,3,5,3,3,3,2,3,1,3,3,1,0
19667,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1698,5,2,5,5,3,3,2,3,3,5,3,2,3,1,0,0
19668,satisfied,Female,Loyal Customer,41,Personal Travel,Eco Plus,652,5,4,4,4,3,3,4,3,3,5,3,2,3,1,7,33
19669,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1836,2,5,3,1,1,3,3,1,4,4,4,4,5,1,0,0
19670,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,587,3,5,3,3,1,1,4,3,3,5,3,1,3,3,27,33
19671,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,581,1,1,1,1,1,2,3,3,3,5,3,2,3,1,5,9
19672,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2020,2,5,3,1,3,2,2,1,4,3,5,2,3,2,158,160
19673,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1785,2,5,3,1,2,3,4,2,3,2,3,2,3,2,0,0
19674,dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1930,2,5,3,1,4,3,4,4,3,3,5,3,5,4,0,0
19675,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1172,2,5,3,1,5,3,5,5,5,2,5,5,5,5,0,0
19676,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1749,5,5,4,5,4,1,1,3,3,5,3,5,3,1,0,0
19677,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,427,2,2,2,2,5,5,5,3,3,5,3,4,3,1,15,12
19678,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1384,2,5,3,1,3,3,3,3,4,4,5,3,5,3,0,0
19679,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1195,2,5,3,1,2,3,4,2,5,3,5,5,5,2,0,0
19680,dissatisfied,Male,Loyal Customer,63,Personal Travel,Business,368,2,5,3,1,2,5,4,4,4,3,4,3,4,4,9,8
19681,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1030,2,5,3,1,5,3,5,5,4,5,4,5,4,5,0,0
19682,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,362,1,1,1,1,5,3,3,2,2,4,2,3,5,3,0,0
19683,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1876,2,5,3,1,3,3,3,3,5,5,4,5,4,3,13,10
19684,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,3788,2,5,3,2,3,4,4,1,4,5,1,4,5,4,1,0
19685,dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,3276,2,5,3,2,3,3,5,3,4,4,4,4,4,3,0,0
19686,dissatisfied,Male,Loyal Customer,53,Personal Travel,Business,1960,2,5,3,2,3,3,4,4,4,3,4,4,4,5,0,0
19687,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,3334,2,5,3,2,3,3,3,3,1,1,4,4,4,3,3,0
19688,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,3027,2,5,3,2,2,3,2,2,5,5,5,4,5,2,0,1
19689,dissatisfied,Female,Loyal Customer,69,Personal Travel,Eco,3514,2,5,3,2,3,1,4,5,5,3,4,4,4,4,90,140
19690,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2691,3,3,3,3,3,5,3,3,3,3,2,5,3,3,0,0
19691,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1422,5,4,4,4,1,1,5,3,3,5,3,4,3,1,0,0
19692,satisfied,Female,Loyal Customer,30,Personal Travel,Eco Plus,2690,2,2,3,2,5,1,2,3,3,5,3,2,3,1,19,14
19693,dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2457,2,5,3,2,2,3,2,2,5,2,4,4,4,2,0,0
19694,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2750,3,2,2,2,3,5,3,3,2,4,2,1,1,3,0,0
19695,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2085,2,2,2,2,1,4,3,3,3,5,3,1,3,4,18,13
19696,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1072,3,4,4,4,3,5,3,3,1,1,5,4,5,3,4,5
19697,dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1779,2,5,3,2,5,3,5,5,4,5,5,3,4,5,2,21
19698,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2210,5,1,1,1,3,1,5,3,3,5,3,3,3,1,25,12
19699,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1032,3,3,3,3,3,1,5,3,3,5,3,1,3,4,35,50
19700,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1891,4,4,2,4,3,5,3,3,5,3,4,3,3,3,0,0
19701,satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,2358,5,1,1,1,5,4,5,3,3,5,3,1,3,1,0,0
19702,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2463,3,3,4,3,2,2,5,4,4,5,3,4,4,3,0,0
19703,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,955,4,4,4,4,3,3,5,4,4,5,3,5,4,2,15,21
19704,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2181,2,5,3,2,1,3,1,1,5,3,5,5,4,1,14,19
19705,dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2472,2,5,3,2,5,3,4,5,4,3,4,3,4,5,46,33
19706,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,897,1,1,2,1,4,5,1,4,4,5,3,2,4,3,29,15
19707,dissatisfied,Male,Loyal Customer,17,Personal Travel,Business,2632,2,5,3,2,4,3,4,4,4,5,4,3,4,4,0,0
19708,satisfied,Female,Loyal Customer,8,Personal Travel,Eco Plus,2012,5,5,4,5,2,1,3,4,4,5,3,3,4,1,38,32
19709,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1736,2,5,3,2,3,3,3,3,4,5,5,4,5,3,0,0
19710,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,760,5,5,5,5,3,2,4,4,4,5,3,4,4,2,95,68
19711,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1846,2,5,3,2,2,3,2,2,3,4,5,5,5,2,0,0
19712,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,1826,2,5,3,2,5,3,5,5,2,3,2,4,2,5,0,0
19713,dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco Plus,1646,2,5,3,2,2,3,2,2,3,3,4,5,4,2,0,0
19714,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco Plus,1513,2,5,3,2,2,3,2,2,4,4,5,4,4,2,0,0
19715,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2059,2,5,3,2,5,3,5,5,3,4,4,3,5,5,10,18
19716,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1380,3,3,3,3,3,4,1,4,4,5,3,2,4,2,0,0
19717,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2253,2,5,3,2,5,3,5,5,4,2,4,5,5,5,10,11
19718,satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,571,2,2,2,2,2,2,4,4,4,5,3,4,4,3,0,0
19719,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1374,2,5,3,2,5,3,5,5,2,3,5,4,3,5,17,11
19720,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1684,2,5,3,2,5,3,5,5,4,4,4,5,4,5,7,0
19721,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1605,2,2,2,2,3,5,4,5,5,5,3,1,5,1,17,29
19722,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,491,3,4,4,4,5,5,3,5,3,1,4,5,3,5,0,0
19723,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1183,2,5,3,2,1,3,1,1,4,3,5,4,4,1,0,0
19724,dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2023,2,5,3,2,2,3,2,2,3,3,4,3,4,2,10,25
19725,dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1440,2,5,3,2,2,3,2,2,5,3,5,3,5,2,0,0
19726,dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1273,2,5,3,2,1,3,1,1,1,2,2,2,2,1,0,0
19727,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1878,5,5,5,5,1,3,4,5,5,5,3,1,5,3,2,0
19728,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,3792,2,5,3,3,2,3,2,2,3,3,5,3,5,2,41,87
19729,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2969,2,5,3,3,1,3,1,1,3,5,5,3,4,1,0,0
19730,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,3415,2,5,3,3,3,3,3,3,1,4,1,2,1,3,0,22
19731,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2994,4,4,4,4,4,5,5,5,5,5,3,3,5,1,0,0
19732,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2754,5,5,5,5,3,3,4,5,5,5,3,1,5,2,0,0
19733,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2402,5,5,5,5,5,5,3,5,4,2,2,3,5,5,0,0
19734,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2846,2,5,3,3,1,3,1,1,3,3,4,4,5,1,0,0
19735,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2766,2,5,3,3,1,3,1,1,4,5,4,4,4,1,0,0
19736,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2187,2,5,3,3,3,3,3,3,5,2,5,5,5,3,0,0
19737,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1509,5,5,5,5,2,5,2,5,5,5,3,1,5,3,0,0
19738,dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,3014,2,5,3,3,2,3,2,2,4,4,5,4,5,2,0,0
19739,satisfied,Female,Loyal Customer,50,Personal Travel,Eco Plus,1205,3,3,3,3,5,5,4,5,5,5,3,5,5,4,4,0
19740,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1955,3,3,3,3,3,4,1,5,5,5,3,5,5,1,0,0
19741,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1133,5,1,1,1,5,5,3,5,2,1,3,1,5,5,0,19
19742,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2084,2,5,3,3,4,3,4,4,4,2,5,4,5,4,5,0
19743,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2192,3,3,2,3,3,1,3,5,5,5,3,4,5,2,11,2
19744,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1010,4,4,2,4,5,5,3,5,3,3,1,2,4,5,0,0
19745,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,987,3,3,3,3,5,5,5,5,5,5,3,4,5,4,1,0
19746,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1924,5,1,1,1,5,5,3,5,3,5,1,5,1,5,0,0
19747,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2619,5,5,5,5,5,5,3,5,2,4,4,4,1,5,0,0
19748,satisfied,Female,Loyal Customer,66,Personal Travel,Eco Plus,879,5,1,1,1,5,5,3,5,5,5,2,3,3,5,23,9
19749,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1856,4,4,4,4,4,4,2,5,5,5,3,1,5,5,0,21
19750,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,895,3,1,3,3,2,3,4,5,5,5,3,5,5,4,32,74
19751,dissatisfied,Male,Loyal Customer,36,Personal Travel,Business,898,2,5,3,3,5,4,5,4,4,3,2,4,4,5,12,14
